skill_url,skill_name,skill_description,prerequisite_name
http://data.europa.eu/esco/skill/1edd57be-9746-42ad-87e4-f468f0950628,research new food ingredients,Assess new food ingredients by undergoing research activities in order to develop or improve foodstuffs.,"['food product ingredients', 'functional properties of foods']"
http://data.europa.eu/esco/skill/1ee7d019-9226-4844-925f-a8a8c4db3444,coordinate airport environmental policies,"Direct and coordinate airport environmental policies and regulations to mitigate impact of airport activities e.g. noise, reduced air quality, heavy local traffic, or the presence of hazardous materials.","['environmental policy', 'airport environmental regulations']"
http://data.europa.eu/esco/skill/1f1bef0f-2484-4136-a5bf-6ed80346a671,solve problems in gambling through digital means,"Use ICT resources, tools and competence in order to solve gambling, betting and lottery problems such as game operation problems.",['gambling games']
http://data.europa.eu/esco/skill/1f1cdba2-4887-45ef-9eb0-235e7f63fa8b,create electrical wiring diagram,Draw the details of electrical circuits in order to aid construction workers with the erection and instalment of electrical wiring in building structures.,"['electrical wiring plans', 'electrical wiring diagrams']"
http://data.europa.eu/esco/skill/1f5148bb-1eb0-473d-a312-50e4ed24159f,supply machine with appropriate tools,Supply the machine with the necessary tools and items for a particular production purpose. Monitor the stock and replenish when needed. ,['machine tools']
http://data.europa.eu/esco/skill/1f51e46a-4588-4c1d-b507-3f9ea480dde2,design landscape schemes,"Design landscaping schemes and create scale models, according to specifications and budget. ","['landscape architectural instruments', 'landscape architecture', 'landscape analysis']"
http://data.europa.eu/esco/skill/1f551366-dd12-4a80-8913-865276149e42,deal with air traffic issues,Deal with issues affecting the airline e.g. air traffic control problems and adverse weather conditions. This may involve rearranging flight slots when delays occur.,"['air traffic management', 'air traffic control operations']"
http://data.europa.eu/esco/skill/1f6eac42-e5aa-4fa7-a75d-a4eea12c618e,disseminate internal communications,Disseminate internal communications using the different communication channels that a company has at its disposal.,['communication']
http://data.europa.eu/esco/skill/1f9cd253-7d74-45a2-acf6-0bd2354aed2f,tune bicycles,Make sure bicycles are in good working order. Make performance adjustments using hand tools.,"['electric bicycles', 'bicycle mechanics']"
http://data.europa.eu/esco/skill/1fa420ed-5378-4258-8d7a-9ec274dda927,operate control panels,"Use control panels to steer mechanisms, like automatic gates or machines.",['security panels']
http://data.europa.eu/esco/skill/1fc580ca-9adc-46af-8a88-61e871273b49,manage animal biosecurity,"Plan and use appropriate biosafety measures to prevent transmission of diseases and ensure effective overall biosecurity. Maintain and follow biosecurity procedures and infection control when working with animals, including recognising potential health issues and taking appropriate action, communicating site hygiene control measures and biosecurity procedures, as well as reporting to others.","['biosecurity related to animals', 'animal welfare legislation', 'aquatic resources biosecurity', 'biosecurity']"
http://data.europa.eu/esco/skill/1fcc7c3a-9693-4999-870f-8dab6283d9e7,design safety equipment,"Design equipment that protects people from injury, such as hard hats, airbags, and life jackets, applying design principles while keeping health and safety rules and regulations in mind.",['protective safety equipment']
http://data.europa.eu/esco/skill/1fcce318-3212-487a-ac07-4941bc85060d,carry out project activities,Carry out project activities based on the project work plan and schedule. Assist in the development and execution of project plans.,['project management']
http://data.europa.eu/esco/skill/1fd51289-0490-409f-8074-08af9382b7d0,apply prescribed herbicides,"Carry out, under supervision and as authorised, the spraying of prescribed herbicides in accordance with training and skills acquired, using manufacturers’ application rates, in accordance with materials safety data sheets and any formal procedure and practice in place, and for which clearance has been issued.",['herbicides']
http://data.europa.eu/esco/skill/1fe682ad-b8a2-44bb-a557-7eccf79b2014,operate recycling processing equipment,"Operate recycling processing equipment such as granulators, crushers and balers; process and sort materials to be recycled.",['waste management']
http://data.europa.eu/esco/skill/1ff6b3ea-2ab7-4a33-bfa2-4c6111b399b1,parkerise metal workpiece,Prevent steel or iron workpieces from rusting and other corrosion by applying a protective phosphate conversion coating to the metal surface through an improved zinc or manganese phosphating process instead of the common iron one. Phosphate coatings are usually applied to firearms or car bodies in their manufacturing process.,['manufacturing of light metal packaging']
http://data.europa.eu/esco/skill/2002512b-b7de-4dfd-a5b0-95cda89080d2,instruct in outdoor activities,"Instruct students in the theory and practice of one or several outdoor sport activities, usually for recreational purposes, such as hiking, climbing, skiing, snowboarding, canoeing, rafting, or rope course climbing.","['outdoor activities', 'outdoor advertising']"
http://data.europa.eu/esco/skill/202d0d2b-f6b9-48fe-b70e-cff49fa1d087,replace tyres,Replace worn out or broken tyres of motor vehicles by using hand and power tools. Choose new tyres according to customer requirements and motor vehicle model.,['types of tyres']
http://data.europa.eu/esco/skill/2035c565-f0df-4efa-99fc-09a42f18c158,handle fuels,Handle and store fuels and assess their potential risks and dangers.,"['types of fuels', 'fuel inventory methods', 'vessel fuels', 'fuel gas', 'fossil fuels', 'handling of dangerous goods']"
http://data.europa.eu/esco/skill/20420f55-29a5-445c-a9a7-398ae6e52f7e,compose stowage plans,Compose stowage plans; knowledge of ballast systems and cargo loading process.,['principles of cargo stowage']
http://data.europa.eu/esco/skill/205ef861-188f-45a5-aa14-d9d19a2622fc,install SSTI system,"Install a subsurface textile irrigation system. Attach all necessary parts, including any filtration devices, valves, and sensors. Bury the underground parts of the SSTI system under the ground at the specified depth.",['irrigation systems']
http://data.europa.eu/esco/skill/208b41bd-3b61-4439-b3ca-d39628dd7fe3,compose digital game story,Create a digital game story by writing out a detailed plot and storyboard with descriptions and gameplay objectives.,"['digital game genres', 'digital game creation systems']"
http://data.europa.eu/esco/skill/20c2011f-c389-49cd-972e-a4809db0476c,apply Montessori teaching strategies,"Instruct students using Montessori teaching approaches, such as non-structural learning through the use of specially developed learning materials, and encouraging students to explore and learn concepts through discovery.","['Montessori teaching principles', 'Montessori philosophy']"
http://data.europa.eu/esco/skill/20c451f2-8e8a-4d47-95ec-830a086dbef1,dye fabrics,Dye costume fabrics for live onstage purposes.,['dyeing technology']
http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,set up sound equipment,Set up equipment to record sound. Test acoustics and make adjustments.,['acoustics']
http://data.europa.eu/esco/skill/20d49797-3104-4198-b224-688f6ddfae8b,process returned timber products,"Confirm the type, quantity, and condition of the goods being returned. Ask the client for the reason why the goods are being returned. Provide all relevant details and update the stock control system. Inspect returned goods to confirm the reason for returning the goods. Take the goods to the correct location, and ensure they are kept separately from normal stock.",['timber products']
http://data.europa.eu/esco/skill/20d59c4d-2cb0-4b5d-bbd1-85267f10975c,control grape quality,Discuss the quality and quantity of the grapes with viticulturists throughout the growing season.,['types of wine']
http://data.europa.eu/esco/skill/20e7c937-a5e5-4a27-bb87-ddda5826f777,liaise with cultural partners,"Establish and maintain sustainable partnerships with cultural authorities, sponsors and other cultural institutions.",['cultural projects']
http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097,set up consumer electronics,"Connect electronic devices, such as TVs, audio and video equipment and cameras, to the electricity network and perform electrical bonding to avoid dangerous potential differences. Test the installation for proper functioning.","['consumer electronics', 'electronics']"
http://data.europa.eu/esco/skill/20f56226-24ed-495f-8bf5-0b2aa6413ba1,plaster surfaces,Apply plaster to a prepared surface manually or using a mechanical plaster spreader. Finish the plaster layer with a plastering trowel or screed. Polish the surface to a matte finish to make sure any other coverings adhere to the surface. Inspect the result and retouch if necessary.,['types of plastering materials']
http://data.europa.eu/esco/skill/21039101-4706-4fe0-a423-e63077cf36d9,maintain court order,Ensure that order is kept between the parties during a hearing in court.,['court procedures']
http://data.europa.eu/esco/skill/212dfa1d-c3fb-446c-945a-c0827fcbdadb,inspect raw food materials,"Inspect raw materials required for the production process, assessing quality and hidden flaws. Verify the origin of the raw materials using the sector defined documents, stamps or marks.",['food materials']
http://data.europa.eu/esco/skill/213873ff-2b1e-47ce-bd00-84fe82864449,slice fish,Cut fish or fish parts into fillets and smaller pieces.,['fish anatomy']
http://data.europa.eu/esco/skill/215762df-b2b4-40fa-a5e6-3004001cb315,position vehicles for maintenance and repair,Place vehicles in the right position (such as on top of a pneumatic lift) for repair and maintenance tasks. Follow safety procedures.,['maintenance operations']
http://data.europa.eu/esco/skill/215d64d0-a698-4508-b1b4-3d8a56b3ce9e,develop forestry strategies,Build up forestry policies in order to enhance their sustainable management and to improve communication linked to forestry operations. These plans are meant to tackle issues regarding correlated environmental and societal changes.,"['sustainable forest management', 'environmental legislation in agriculture and forestry']"
http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,"Develop and plan ICT networks, such as wide area network and local area network, that connect computers using cable or wireless connections and allow them to exchange data and assess their capacity requirements.","['network management system tools', 'ICT network cable limitations', 'ICT network routing', 'procurement of ICT network equipment', 'ICT security legislation', 'ICT network simulation']"
http://data.europa.eu/esco/skill/2176826a-0329-4a46-8b6d-d4f73bdee4db,produce prepress proof,Make single or multi-coloured test prints to ensure that the product meets the arranged standards. Compare the sample with the template or discuss the result with the customer in order to make the last adjustments before mass production.,"['proofing methods', 'prepress processes']"
http://data.europa.eu/esco/skill/21946b7e-7d3e-4ac8-b0c5-4734764f65a8,feed glass fibre into pultrusion machine,Make sure the glass fibre material is taken in by the pultrusion machine without jams or defects.,"['properties of textile materials', 'pultrusion process']"
http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,"Plan, monitor, report on the budget and prepare set production budgets.",['cost management']
http://data.europa.eu/esco/skill/21d5f9c6-c35d-4c70-bbc5-f32cbd7b2500,ensure refrigeration of food in the supply chain,Apply different procedures to maintain the chain of temperature of foodstuffs and products in each stage of the production and supply chain.,"['refrigerants', 'supply chain principles', 'supply chain management']"
http://data.europa.eu/esco/skill/21dd2c29-5e33-4d7c-a58a-246731f74400,adjust feeder tubes,Use wrenches to install and adjust the tubes that carry the gob to the moulds.,['tube filling systems']
http://data.europa.eu/esco/skill/21e84b95-0923-480b-87d7-e2f8db0c0f5a,create ceramic work by hand,"Hand-build a ceramic piece of work without use of the pottery wheel, using only hand tools.",['alumina ceramic']
http://data.europa.eu/esco/skill/21ea63c6-6b2a-4381-9e7d-51ddcf3d5f67,use stenotype machines,Recognize the setting of keys in stenotype machines and understand the phonetics of words and syllabes represented in these kinds of machines to allow high typing.,['typesetting machines']
http://data.europa.eu/esco/skill/21fd9112-8abb-4a3d-a933-f84176df97b7,inspect hazardous freight in accordance with regulations,"Inspect and take into account regulations on hazardous or delicate freight such as biomedical waste, transplant organs, and blood. Freight may have to cross national borders on its journey to its destination. Comply with legal freight regulations to avoid fines for the transportation company or the organisation that initiated the shipment.","['hazardous freight regulations', 'manage on board hazards']"
http://data.europa.eu/esco/skill/21fe231d-7063-4227-8cda-765d8ce1cf87,inspire enthusiasm for dance,"Encourage and enable people, especially children, to become involved in dance and to understand and appreciate it, either privately or in public contexts.",['dance therapy']
http://data.europa.eu/esco/skill/222137dc-9021-4be8-bb7a-29833e02616a,prepare surveying report,"Write a survey report containing information on property boundaries, the height and depth of the terrain, etc..",['surveying']
http://data.europa.eu/esco/skill/2229ed63-543b-4219-b2b1-b45017b370c6,clean marble furniture,Use the appropriate cloth and chemical substances to clean and maintain furniture made out of marble.,['furniture care products']
http://data.europa.eu/esco/skill/2234f499-aae9-4a7a-9d41-3aaa5cd98c07,plan aquatic resources feeding regimes,"Make the approapriate operations to ensure aquatic resources for feeding regimes, taking into consideration farming constraints:set up fish feeding regimes, check animal feeding behaviour and operate computerised feed systems.","['computerised feeding systems', 'husbandry and harvesting effects on aquatic resources']"
http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae,maintain relationship with customers,"Build a lasting and meaningful relationship with customers in order to ensure satisfaction and fidelity by providing accurate and friendly advice and support, by delivering quality products and services and by supplying after-sales information and service.",['customer relationship management']
http://data.europa.eu/esco/skill/224423a6-ac6a-4b3e-be7c-e38b41f82116,use water navigation devices,"Utilise water navigation devices, e.g. compass or sextant, or navigational aids such as lighthouses or buoys, radar, satellite, and computer systems, in order to navigate vessels on waterways. Work with recent charts/maps, notices, and publications in order to determine the precise position of a vessel.","['compass navigation', 'celestial navigation']"
http://data.europa.eu/esco/skill/224ba28f-2024-42aa-8684-15ce482fa9ca,tend stamping press,"Tend an automated or semi-automated stamping press, monitor and operate it, according to regulations.","['stamping press parts', 'types of stamping press']"
http://data.europa.eu/esco/skill/22902bf9-cc3f-495b-811a-c441e28e23f6,manage project information,Provide accurate and relevant information to all the parties involved in a project on time.,['project management principles']
http://data.europa.eu/esco/skill/229b10cf-6f3a-490c-9706-01c107df0562,facilitate teamwork between students,"Encourage students to cooperate with others in their learning by working in teams, for example through group activities.",['teamwork principles']
http://data.europa.eu/esco/skill/22a173f5-868c-4d82-87e6-beed500ce070,prepare tax returns forms,Totalise all the deductible tax collected during the quarter or fiscal year in order to fill tax return forms and claim it back to the governmental authorities for declaring taxation liability. Keep the documents and records supporting the transaction.,['tax legislation']
http://data.europa.eu/esco/skill/22a1cbbd-58fd-4fda-99f0-e91b688788d8,lead a team in fishery services,Direct a fishery or aquaculture team and guide them towards the common goal of completing a variety of fishery related assignments or tasks.,['fisheries management']
http://data.europa.eu/esco/skill/22b8039c-c890-4610-9228-5527e3b98f12,set quality assurance objectives,"Define quality assurance targets and procedures and see to their maintenance and continued improvement by reviewing targets, protocols, supplies, processes, equipment and technologies for quality standards.","['quality assurance methodologies', 'ICT process quality models']"
http://data.europa.eu/esco/skill/22cbb90f-0bf1-4c30-98c0-7c9749b4e08d,analyse theatre texts,Understand and analyse theatre texts; take an active part in the interpretation of the artistic project; conduct thorough personal research in textual material and dramaturgy.,['theatre techniques']
http://data.europa.eu/esco/skill/22d363fa-45c0-46fd-a68d-e90182ae9791,evaluate psychological health measures,Evaluate the provided psychological health measures in order to assess their impact and their outcomes.,"['evaluation of psychological performance', 'psychological treatment measures']"
http://data.europa.eu/esco/skill/22fedbdc-8103-4ade-9c83-f0f861c8b900,maintain forest inventory,Recognise growing crops in forests and woodlands. Record their numbers in a formal inventory. Take measures applying the appropriate techniques.,['forest conservation']
http://data.europa.eu/esco/skill/2313b15d-a9a7-4830-9bcc-fd7df79d842b,enforce financial policies,"Read, understand, and enforce the abidance of the financial policies of the company in regards with all the fiscal and accounting proceedings of the organisation.","['organisational policies', 'financial markets', 'financial jurisdiction', 'company policies']"
http://data.europa.eu/esco/skill/23236dce-adc6-47bc-91e2-6701a93ece58,test microelectromechanical systems,"Test microelectromechanical systems (MEMS) using appropriate equipment and testing techniques, such as thermal shock tests, thermal cycling tests, and burn-in tests. Monitor and evaluate system performance and take action if needed.","['microsystem test procedures', 'microelectromechanical systems']"
http://data.europa.eu/esco/skill/232cde64-186f-4fbe-b2ae-4a68aad70a67,organise wires,Apply wire markers and cable labels to identify and organise the wire. Use tie-wrap or cable lace to keep the wires together.,['wire harnesses']
http://data.europa.eu/esco/skill/233be639-bdb5-4099-ab40-96d537d6c1f3,ensure compliance with safety legislation,Implement safety programmes to comply with national laws and legislation. Ensure that equipment and processes are compliant with safety regulations.,['mine safety legislation']
http://data.europa.eu/esco/skill/234250a1-7e93-49b2-b17c-c93d635bb231,tend wire weaving machine,"Tend a machine designed for weaving cold metal wire into mesh, monitor and operate it, according to regulations.",['types of weave for wire mesh']
http://data.europa.eu/esco/skill/234b7707-d762-4f1c-8b42-1716694d3616,replace filled pallets,"Replace the pallets already filled with slabs with empty ones, using a lifting machine.","['types of pallets', 'pallet dimensions']"
http://data.europa.eu/esco/skill/2357e4f8-4b42-4969-bd17-cfea963956c0,perform military operations,"Perform military operations according to given instructions from superiors, such as battle operations, rescue missions, aid missions, search and intelligence missions or other operations concerning defense.","['military logistics', 'military code', 'military aviation', 'military weaponry', 'military drill']"
http://data.europa.eu/esco/skill/235a6894-16ad-42f4-a16a-d0da28e7448c,undertake research in medical genetics,"Undertake research to study patterns of genetic variation in human populations, the causes of these variations, and how they influence disease susceptibility, studying gene-gene and gene-environmental interactions in multifactorial diseases and chromosomal abnormalities, gene expression in early human development, and the influence of genes on behaviour.","['genetics', 'medical genetics']"
http://data.europa.eu/esco/skill/23845010-4c1e-41d3-94a3-940bcab65bce,monitor nature conservation,Evaluating and monitoring features of nature conservation interest in habitats and sites.,"['forest conservation', 'natural history']"
http://data.europa.eu/esco/skill/23b355ee-94db-4831-b16d-935adc5de1cd,prepare meat products for use in a dish,"Make meat products for use in a dish by cleaning, cutting or using other methods.",['meat and meat products']
http://data.europa.eu/esco/skill/23b97a3e-dfde-4627-9d97-114a9f3e4cd0,negotiate in legal cases,"Negotiate on the client's behalf during the treatment of a legal case in order to obtain the most beneficial outcome for the client, and to ensure that all decisions are compliant with legal regulations.",['legal case management']
http://data.europa.eu/esco/skill/23ded2ec-4ef2-4f75-b8bb-753408af1ee3,repair heat sealing machinery,"Repair broken components or systems of heat sealing machinery and equipment, using hand and power tools.",['types of heat sealing']
http://data.europa.eu/esco/skill/24016006-c963-4135-a2c5-b1f7740782e2,maintain client debt records,Preserve a list with the debt records of clients and update it regularly.,['debt systems']
http://data.europa.eu/esco/skill/2416dc09-6384-409e-8b1d-80bb7a2e7369,handle chemicals,Safely handle industrial chemicals; use them efficiently and ensure that no harm is done to the environment.,"['agricultural chemicals', 'basic chemicals']"
http://data.europa.eu/esco/skill/24229e89-9e1d-4c1a-ae23-c64777b152ce,consult with production director,"Consult with the director, producer and clients throughout the production and post-production process.",['familiarise with personal directing styles']
http://data.europa.eu/esco/skill/2441d964-bdae-460e-acd0-334ce780a683,carry out neuropsychological testing,"Run neuropsychological tests on patients in order to acquire data about a subject`s cognitive, motor, behavioural, linguistic, and executive functioning and interpret the obtained data in order to guide effective treatment methods for the rehabilitation of impaired patients.",['neuropsychology']
http://data.europa.eu/esco/skill/2474e095-309f-4283-b880-6a3a9aec4d34,assess harvesting impact on wildlife,Monitor wildlife populations and habitats for the impact of timber harvesting and other forest operations.,['wildlife']
http://data.europa.eu/esco/skill/2479ac51-f43f-42d1-a912-ff000b351439,coordinate forestry research,"Coordinate forestry research studies which involve forestry management and conservation, tree improvement, agroforestry, silviculture, pathology and soil selection aiming to improve productivity.",['forestry regulations']
http://data.europa.eu/esco/skill/248894d1-42dc-474f-af6e-2da52ac0c679,define technology strategy,"Create an overall plan of objectives, practices, principles and tactics related to the use of technologies within an organisation and describe the means to reach the objectives, taking into account analyses and relevant regulations.","['information security strategy', 'emergent technologies', 'crowdsourcing strategy', 'outsourcing strategy']"
http://data.europa.eu/esco/skill/248951cc-3b10-447f-a4b2-0037e6e7a9ab,assist patients with special needs,"Respond appropriately and communicate effectively with patients with special needs such as learning disabilities and difficulties, physical disabilities, mental illness, memory loss, bereavement, terminal illness, distress or anger.","['special needs learning equipment', 'special needs education']"
http://data.europa.eu/esco/skill/24ae68dc-59c5-4156-b25b-3070bfdaa79e,follow environmentally sustainable work practices in the veterinary sector,"Contribute to the protection of the environment by complying with the sustainability principles, policies, and regulations related to working with animals.",['safe work practices in a veterinary setting']
http://data.europa.eu/esco/skill/24c3facd-5306-4fc4-b245-1883d2fdd544,maintain grading equipment,Set up equipment and areas to effectively grade fish according to requirements. Maintain the equipment in a serviceable condition throughout the grading process. Clean and store the equipment after use.,['fish grading']
http://data.europa.eu/esco/skill/24d3dc49-4238-490a-9802-96b146e271fe,dispatch ambulance,Send the appropriate emergency response vehicle to the indicated location in order to offer support to individuals who find themselves in life-threatening situations.,['medical dispatch']
http://data.europa.eu/esco/skill/24febd8d-bb08-4be7-a99a-3024f9655ba0,trade in jewellery,"Buy and sell jewellery, or serve as an intermediate between potential buyers and sellers.","['jewellery processes', 'imitation jewellery', 'jewellery product categories', 'manufacturing of jewellery']"
http://data.europa.eu/esco/skill/24ff9b31-a497-4817-9e9b-c0ff3b3fa0ef,set up portable field transmission equipment,Set up and operate portable transmission equipment when broadcasting takes place outside of the studio.,['signal processing']
http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,"Repair computer code by analysing testing results, locating the defects causing the software to output an incorrect or unexpected result and remove these faults.","['software anomalies', 'ICT debugging tools']"
http://data.europa.eu/esco/skill/25410a05-6907-4a4e-ab99-f2ace65fdfce,ink printing plates,"Cover the plate with a thin coat of water and apply oil-based inks with a rubber roller, repelling and sticking the ink to the image area. This image can then further be transferred to paper in various printing processes.","['printing materials', 'printing plate making']"
http://data.europa.eu/esco/skill/25453ab7-fcc2-47e1-b452-a5dea1dae0c4,assemble optomechanical equipment,"Prepare and assemble optomechanical components and systems, such as optical mounts and optical tables, using hand tools, precision measuring equipment, soldering and polishing techniques.","['optical equipment standards', 'optomechanical devices', 'optomechanical components', 'optomechanical engineering']"
http://data.europa.eu/esco/skill/254951ed-59f2-4d04-8236-eed23110187c,grade pulp,"Oversee pulp quality based on their pulping process, raw materials, yield, fibre length and other categories such as dirt, moisture content, porosity, density, and brightness.",['types of pulp']
http://data.europa.eu/esco/skill/256203c5-80f6-4467-81fc-431058741fcf,sell fish and seafood,"Sell fish and varieties of seafood, according to the product's availability in the store.",['seafood processing']
http://data.europa.eu/esco/skill/256d1577-2a4f-4959-8aea-eb24ac0f8288,feed pets,Make sure that pets are given appropriate food and water on time.,['livestock feeding']
http://data.europa.eu/esco/skill/256e45bb-b918-4ac8-b87c-01a2e48ddb33,manage groups outdoors,Conduct outdoor sessions in a dynamic and active way,['outdoor activities']
http://data.europa.eu/esco/skill/257b8857-5da2-46ea-be52-6dc67f6b996f,operate router machinery,"Operate machines and equipment used for cutting various hard materials, such as wood, composites, aluminium, steel, plastics and foams.",['functionalities of machinery']
http://data.europa.eu/esco/skill/2592d0a3-a6ab-44f7-ac29-c145b4ad81c8,inspect cargo,Conduct quality checks on cargo before loading and after unloading commences. Ensure total on-board cargo load is secure.,"['types of cargo', 'vehicle cargo capacity', 'cargo industry', 'principles of cargo stowage']"
http://data.europa.eu/esco/skill/259ee9fa-9dde-4f50-8027-4af21a994158,calculate oil deliveries,Make up receipts and calculate deliveries of oil and other petroleum products. Apply standard formulas to calculate test result values.,['petroleum']
http://data.europa.eu/esco/skill/25a713ba-cbc0-4388-80ca-dad1b7629533,manage railway construction projects,"Manage the overall planning, coordination, and control of a project from inception to completion; this includes maintaining contact with different types of equipment, materials and subcontractors, as related to the railway system, throughout the project.",['project management']
http://data.europa.eu/esco/skill/25ac3483-c459-4c46-8e6a-3f644a1d34a3,bolt engine parts,Securely bolt together engine components manually or using power tools.,['engine components']
http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,use concurrent programming,"Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together.",['computer programming']
http://data.europa.eu/esco/skill/25bf3f6d-740f-48c3-ae8b-5709595cf71b,give shiatsu massages,"Perform massages on clients to reduce their stress and pain according to the shiatsu principles, based on the theoretical framework of traditional Chinese medicine.","['massage theory', 'massage types', 'shiatsu']"
http://data.europa.eu/esco/skill/25f22f34-dbf8-4e6a-9e43-ab85abda0b93,operate hand tools in chain making,"Operate hand tools such as pliers in the production of various types of chains, hooking the ends of a chain, formed by a machine, together.",['types of chain']
http://data.europa.eu/esco/skill/26040e6d-ec6b-47ae-bde3-95906b721582,use urethane adhesive to fasten windshields,Apply urethane adhesive to windshields and window glass of motor vehicles to fix them firmly to the body of the vehicle.,['adhesives']
http://data.europa.eu/esco/skill/26071360-b2b1-4089-9c73-b51792b29ed5,assemble metal parts,Align and arrange steel and metal parts in order to assemble complete products; use the appropriate hand tools and gauges.,"['manufacturing of metal structures', 'parts of metal rolling mill', 'filing machine parts']"
http://data.europa.eu/esco/skill/261de443-57a9-481d-b6ec-c3e136e41789,create beverage recipes with botanicals,"Creates recipes for beverages using the findings obtained from research in using botanicals, combinations, and potential usage for manufacturing commercial products.","['variety of botanicals', 'botany']"
http://data.europa.eu/esco/skill/263f43b1-1a22-462b-a9ed-1757ea6570f7,operate smelter,"Operate heating machinery in order to melt various materials, or to bake filled-up moulds.","['hardware, plumbing and heating equipment products']"
http://data.europa.eu/esco/skill/264f48f3-7d00-4ecc-9ba7-d472b5b4f1d7,perform market research in footwear,"Perform market research on the company’s customers, selecting and applying the right marketing strategies for footwear industry. Apply the mix of marketing (product, prices, promotion, and distribution) to contextual conditions of the company. Forecast how various factors as environment, technological innovation, buying behaviour etc. influence the marketing and merchandising of the footwear produced by the company.",['market research']
http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422,manage storage operations,Select and manage suitable storage area for the traded goods,"['airtight storage', 'food storage']"
http://data.europa.eu/esco/skill/266a3d52-5b86-45d7-b980-52be1a647fc7,carry out feeding operations,Carry out manual feeding. Calibrate and operate automatic and computerised feeding systems. Monitor animal feeding behaviour.,"['animal nutrition', 'animal feed ingredients', 'livestock feeding', 'computerised feeding systems']"
http://data.europa.eu/esco/skill/26792722-91b8-48ae-8138-21c3299aa9fd,attach roofing cover,Securely fasten a roofing cover to a temporary construction in order to keep rain and other weather influences out.,['roofing techniques']
http://data.europa.eu/esco/skill/267b9417-9d05-4731-a877-bfb978fb50eb,plan engineering activities,Organise engineering activities before starting them.,['woodworking processes']
http://data.europa.eu/esco/skill/268f3f0d-252e-4f61-9d96-1a87f4389ca9,communicate in specialised nursing care,"Formulate and communicate complex clinical issues to patients, relatives and other health professionals.",['specialist nursing care']
http://data.europa.eu/esco/skill/2691f4d8-d090-423f-afd7-9e721f562e8d,advise on public relations,"Advise business or public organisations on public relations management and strategies in order to ensure efficient communication with target audiences, and proper conveying of information.",['public relations']
http://data.europa.eu/esco/skill/26a79a26-7e70-4727-bf1b-eb79febe388a,label medical laboratory samples,"Correctly label samples of the medical laboratory with the accurate information, according to the implemented quality system in place.","['automated analysers in the medical laboratory', 'medical laboratory technology']"
http://data.europa.eu/esco/skill/26ed52cf-30ca-451e-9699-a6c04a30649f,solder electronics,"Operate and use soldering tools and soldering iron, which supply high temperatures to melt the solder and to join electronic components.","['soldering techniques', 'electronics']"
http://data.europa.eu/esco/skill/2705b6b9-c7e6-4c26-ac40-8051f1b37d16,perform drug investigations,"Perform investigations to try and halt the distribution of drugs through illegal and criminal measures, as well as arrest the distributors of illegal drugs.","['check methods', 'dependency on drugs']"
http://data.europa.eu/esco/skill/270de514-3206-4cf9-b122-0f148ab06fa1,measure electrical characteristics,"Measure voltage, current, resistance or other electrical characteristics by using electrical measuring equipment such as multimeters, voltmeters, and ammeters.",['electrical testing methods']
http://data.europa.eu/esco/skill/27247d7e-d327-4ba2-87fe-215143be6453,abrasive blasting processes,"The various processes, methods and materials used in abrasive blasting technologies, such as wet abrasive blasting, wheel blasting, hydro-blasting, sand blasting, and others.",['sand blasting machine parts']
http://data.europa.eu/esco/skill/27273605-2400-4392-a6d6-cc8161a2d445,ensure compliance with waste legislative regulations,"Implement and monitor company procedures for the collection, transport and disposal of waste, in compliance with all regulations and legal requirements.",['waste transport legislation']
http://data.europa.eu/esco/skill/272fddbb-917a-4720-8903-85ce51e1cbe5,imprint visionary aspirations into the business management,Integrate ambition and visionary plans in both the planning and the day-to-day operations in order to set goals for the company to strive for.,['business management principles']
http://data.europa.eu/esco/skill/273407b4-0b00-4166-8211-1fc6bbcb6b42,apply alternate wetting and drying techniques,Implement alternate wetting and drying techniques in rice cultivation by applying irrigation water a few days after the disappearance of ponded water. Use a water tube to monitor water depth.,"['soil structure', 'irrigation systems']"
http://data.europa.eu/esco/skill/274c5d19-f5d8-44ca-a718-6bb8f18b46c3,design medical devices,"Design and develop medical devices, such as hearing aids and medical imaging equipment, according to specifications.","['medical devices materials', 'medical devices', 'medical device regulations']"
http://data.europa.eu/esco/skill/2753213c-fcc5-45cc-adda-d66dd63c1aa1,tend corn starch extraction machines,"Operate corn starch extraction machines, following adequate procedure, and gather the extracted elements and glucose from the process.","['extraction process of starch from corn', 'starch production processes']"
